,content,date,text,Length,sid_sentiment,finbert_label
24,"['what', 'new']",20211102 2023070000,what new,2,0.0,0
25,"['vehicl', 'legit', 'stock', 'billion', 'sell', 'one', 'vehicl', 'ill', 'watch', 'action', 'close', 'expect', 'good', 'drop', 'first', 'week']",20211102 2016520000,vehicl legit stock billion sell one vehicl ill watch action close expect good drop first week,16,-0.25,-1
26,"['e', 'si', 'st']",20211102 2012260000,e si st,3,0.0,0
27,"['tap', 'plan']",20211102 2009050000,tap plan,2,0.0,0
28,"['ride', 'today', 'market', 'close', 'green', 'hold', 'institut', 'next', 'offer', 'announc', 'next', 'week', 'bank', 'charter', 'earn']",20211102 2005270000,ride today market close green hold institut next offer announc next week bank charter earn,15,0.0,0
29,"['yep', 'appli', 'see', 'much', 'retail', 'get', 'invest', 'option', 'big', 'platform', 'sure', 'go', 'acquir', 'new']",20211102 2004400000,yep appli see much retail get invest option big platform sure go acquir new,14,0.5423,0
30,"['truck', 'maker', 'rais', 'around', 'billion', 'offer', 'million', 'price']",20211102 2002290000,truck maker rais around billion offer million price,8,0.0,0
31,"['stock', 'know', 'come', 'public', 'invest', 'stock']",20211102 1955020000,stock know come public invest stock,6,0.0,0
32,"['come', 'find', 'think']",20211102 1948370000,come find think,3,0.0,0
33,"['bolster', 'sector', 'thought', 'run', 'would', 'damag', 'wait']",20211102 1944060000,bolster sector thought run would damag wait,7,0.0,-1
34,"['could', 'worth', 'nearli', 'much', 'honda']",20211102 1943160000,could worth nearli much honda,5,0.2263,0
35,"['manufactur', 'rais', 'billion', 'much', 'last', 'valu', 'billion', 'follow', 'billion', 'seri', 'f', 'round']",20211102 1936250000,manufactur rais billion much last valu billion follow billion seri f round,12,0.0,0
36,"['stock', 'know', 'come', 'public']",20211102 1933320000,stock know come public,4,0.0,0
37,"['stock', 'stall', 'despit', 'new', 'batteri', 'deal', 'certainli', 'lot', 'excit', 'electr', 'vehicl', 'world', 'today', 'upcom', 'initi', 'public', 'offer', 'infrastructur', 'deal']",20211102 1932190000,stock stall despit new batteri deal certainli lot excit electr vehicl world today upcom initi public offer infrastructur deal,19,-0.2023,0
38,['relat'],20211102 1925260000,relat,1,0.0,0
39,"['tap', 'plan']",20211102 1924330000,tap plan,2,0.0,0
40,"['yeah', 'understand', 'look', 'fine', 'print']",20211102 1920300000,yeah understand look fine print,5,0.4588,0
41,"['tap', 'plan']",20211102 1920180000,tap plan,2,0.0,0
42,"['electr', 'set', 'million', 'would', 'billion', 'fulli', 'dilut', 'valu', 'price', 'middl', 'list']",20211102 1915500000,electr set million would billion fulli dilut valu price middl list,11,0.0,0
43,"['back', 'ford', 'billion', 'valuat']",20211102 1915030000,back ford billion valuat,4,0.0,0
44,"['that', 'great', 'happi', 'hood', 'go']",20211102 1913150000,that great happi hood go,5,0.6249,0
45,"['chart', 'gon', 'na', 'rip', 'power', 'hour', 'next', 'week', 'run', 'hard']",20211102 1907330000,chart gon na rip power hour next week run hard,10,-0.1027,0
46,"['reserv', 'happen', 'per', 'reserv', 'holder', 'valuat', 'fulli', 'dilut', 'like', 'reason', 'mark']",20211102 1904560000,reserv happen per reserv holder valuat fulli dilut like reason mark,11,0.3612,0
47,"['everyth', 'know', 'far']",20211102 1900010000,everyth know far,3,0.0,0
48,"['sell', 'portion', 'directli', 'retail', 'brokerag', 'platform']",20211102 1850150000,sell portion directli retail brokerag platform,6,0.0,0
49,"['automot', 'valuat', 'billion', 'bet', 'growth']",20211102 1847130000,automot valuat billion bet growth,5,0.3818,0
50,"['automot', 'seek', 'billion', 'valuat', 'back', 'ford', 'sell', 'apiec', 'next', 'week', 'make', 'firm', 'valuabl', 'honda', 'market', 'cap', 'billion']",20211102 1825410000,automot seek billion valuat back ford sell apiec next week make firm valuabl honda market cap billion,17,0.0,0
51,['honda'],20211102 1819180000,honda,1,0.0,0
52,"['valuat', 'billion', 'billion', 'small', 'amount', 'revenu', 'quarter', 'also', 'sinc', 'noth', 'mayb']",20211102 1818130000,valuat billion billion small amount revenu quarter also sinc noth mayb,11,0.0,0
53,"['maker', 'billion', 'valuat', 'automot', 'news']",20211102 1815270000,maker billion valuat automot news,5,0.0,0
54,"['alright', 'earn', 'next', 'week', 'next', 'week', 'add', 'sell']",20211102 1808450000,alright earn next week next week add sell,8,0.25,0
55,"['deposit', 'request', 'add', 'reconcili', 'deposit', 'year', 'ford', 'year', 'ria']",20211102 1807420000,deposit request add reconcili deposit year ford year ria,9,0.0,0
56,"['ford', 'bronco', 'car', 'news', 'ford', 'unveil', 'power', 'bronco', 'wont', 'abl', 'drive', 'street', 'custom', 'race', 'car', 'design', 'desert', 'race', 'prove', 'capabl', 'ford', 'enter', 'prototyp', 'heavi']",20211102 1800160000,ford bronco car news ford unveil power bronco wont abl drive street custom race car design desert race prove capabl ford enter prototyp heavi,24,0.0,0
57,"['anyon', 'hood', 'get', 'oh']",20211102 1757060000,anyon hood get oh,4,0.0,0
58,"['could', 'valu', 'compani', 'almost']",20211102 1745350000,could valu compani almost,4,0.0,0
59,"['maker', 'automot', 'rais', 'billion', 'upcom']",20211102 1745000000,maker automot rais billion upcom,5,0.0,0
61,"['electr', 'compani', 'maker', 'back', 'rais']",20211102 1732120000,electr compani maker back rais,5,0.0,0
62,"['cash', 'flow', 'hefti', 'balanc', 'sheet', 'market', 'develop', 'alreadi', 'establish', 'suppli', 'chain', 'ran', 'w', 'none', 'day', 'one', 'number', 'even', 'brought']",20211102 1730560000,cash flow hefti balanc sheet market develop alreadi establish suppli chain ran w none day one number even brought,19,-0.0572,0
63,"['go', 'public', 'wed', 'total', 'outstand', 'vote', 'power']",20211102 1730150000,go public wed total outstand vote power,7,0.0,0
64,"['key', 'news', 'vehicl', 'maker', 'rais', 'billion', 'news', 'trade', 'stock']",20211102 1730020000,key news vehicl maker rais billion news trade stock,9,0.0,0
65,"['come', 'sinc', 'noth', 'sens', 'two', 'go', 'huge', 'sell', 'sinc', 'ford', 'f', 'probabl', 'make', 'swing', 'trade', 'heck']",20211102 1724440000,come sinc noth sens two go huge sell sinc ford f probabl make swing trade heck,16,0.3182,0
66,"['among', 'big', 'billion', 'electr', 'vehicl', 'maker', 'hold', 'billion', 'via']",20211102 1724440000,among big billion electr vehicl maker hold billion via,9,0.0,0
67,"['suppli', 'chain', 'torment', 'musk', 'tweet', 'hertz', 'what', 'move']",20211102 1718250000,suppli chain torment musk tweet hertz what move,8,0.0,0
68,"['sell', 'portion', 'billion', 'directli', 'busi', 'insid']",20211102 1718090000,sell portion billion directli busi insid,6,0.0,0
69,"['share', 'valuat']",20211102 1714540000,share valuat,2,0.296,0
70,['probabl'],20211102 1713360000,probabl,1,0.0,0
71,"['verso', 'record', 'da', 'di']",20211102 1713050000,verso record da di,4,0.0,0
72,"['valuat', 'billion', 'could', 'make', 'valuabl', 'honda']",20211102 1711040000,valuat billion could make valuabl honda,6,0.0,0
73,"['die', 'nun', 'die', 'sie']",20211102 1708590000,die nun die sie,4,-0.8316,0
74,"['electr', 'vehicl', 'maker', 'rais', 'billion']",20211102 1702410000,electr vehicl maker rais billion,5,0.0,0
75,"['truck', 'billion', 'valuat', 'forthcom']",20211102 1652320000,truck billion valuat forthcom,4,0.0,0
76,"['maker', 'billion']",20211102 1650140000,maker billion,2,0.0,0
77,"['electr', 'could', 'valu', 'billion', 'goe', 'public', 'could', 'happen', 'soon', 'next', 'week', 'accord', 'new', 'file']",20211102 1650100000,electr could valu billion goe public could happen soon next week accord new file,14,0.0,0
78,"['maker', 'billion']",20211102 1649280000,maker billion,2,0.0,0
79,"['suppli', 'chain', 'torment', 'musk', 'tweet', 'hertz', 'what', 'move']",20211102 1639510000,suppli chain torment musk tweet hertz what move,8,0.0,0
80,"['billion', 'valu', 'billion', 'day', 'rocket', 'upsid']",20211102 1636060000,billion valu billion day rocket upsid,6,0.0,0
81,"['avail', 'make', 'account', 'submit', 'use', 'link', 'sign', 'get', 'cash']",20211102 1632090000,avail make account submit use link sign get cash,9,0.0,0
82,"['absolut', 'interest', 'phenomenon', 'peopl', 'look', 'share', 'price', 'valuat', 'cheap', 'that', 'top', 'normal', 'also', 'fantast', 'compani', 'wonder']",20211102 1629090000,absolut interest phenomenon peopl look share price valuat cheap that top normal also fantast compani wonder,16,0.7184,0
83,"['readi', 'electr', 'pickup', 'real', 'deal', 'via']",20211102 1625540000,readi electr pickup real deal via,6,0.0,0
84,"['interest', 'watch', 'dont', 'see', 'work', 'mount', 'honda', 'skin', 'model', 'theyr', 'busi', 'bought']",20211102 1624480000,interest watch dont see work mount honda skin model theyr busi bought,12,0.4588,0
85,"['morgan', 'run', 'direct', 'program', 'offer', 'reserv', 'purchas', 'price']",20211102 1622430000,morgan run direct program offer reserv purchas price,8,0.0,0
86,"['could', 'worth', 'nearli', 'much', 'honda']",20211102 1619270000,could worth nearli much honda,5,0.2263,0
87,"['come', 'what', 'sinc', 'noth', 'sens', 'two', 'go', 'huge', 'sell', 'roughli', 'time', 'burn', 'hell']",20211102 1619150000,come what sinc noth sens two go huge sell roughli time burn hell,13,-0.5106,0
88,"['billion', 'valuat', 'us']",20211102 1604290000,billion valuat us,3,0.0,0
89,"['launch', 'month']",20211102 1600320000,launch month,2,0.0,0
90,"['yeah', 'concern', 'hertz', 'tweet', 'what', 'concern', 'potenti', 'fed', 'announc', 'rais', 'tomorrow', 'may', 'damag', 'overal', 'market', 'also', 'may', 'sell', 'given', 'recent']",20211102 1558570000,yeah concern hertz tweet what concern potenti fed announc rais tomorrow may damag overal market also may sell given recent,20,0.296,0
91,"['hello', 'process', 'particip', 'sale', 'mistak', 'purchas', 'share', 'way', 'chang', 'thank']",20211102 1549100000,hello process particip sale mistak purchas share way chang thank,10,0.5719,0
92,"['automot', 'valuat', 'billion', 'bet', 'growth']",20211102 1533340000,automot valuat billion bet growth,5,0.3818,0
94,"['go', 'roll', 'next', 'look', 'forward', 'play', 'unlik', 'actual', 'manufactur', 'refresh', 'real']",20211102 1532140000,go roll next look forward play unlik actual manufactur refresh real,11,0.34,0
95,"['automot', 'seek', 'valuat', 'rang', 'next', 'week', 'sell', 'apiec', 'round', 'valu', 'compani']",20211102 1530260000,automot seek valuat rang next week sell apiec round valu compani,11,0.0,0
96,"['closer', 'seek', 'billion', 'evalu']",20211102 1528150000,closer seek billion evalu,4,0.0,0
97,"['suddenli', 'world', 'auto', 'industri', 'major', 'old', 'school', 'tack', 'valuat', 'tripl', 'increment', 'valu']",20211102 1526020000,suddenli world auto industri major old school tack valuat tripl increment valu,12,0.0,0
98,"['go', 'public', 'adventur', 'compani', 'truck']",20211102 1522000000,go public adventur compani truck,5,0.0,0
100,"['automot', 'valuat', 'billion']",20211102 1515480000,automot valuat billion,3,0.0,0
101,"['automot', 'valuat', 'billion', 'bet', 'growth']",20211102 1515000000,automot valuat billion bet growth,5,0.3818,0
102,"['come', 'soon', 'case', 'sick', 'tire', 'stuff', 'stock', 'symbol', 'signific', 'role', 'big', 'order', 'also', 'like', 'dirti', 'shirt', 'good', 'chip', 'much', 'lithium', 'ree']",20211102 1513110000,come soon case sick tire stuff stock symbol signific role big order also like dirti shirt good chip much lithium ree,21,0.2732,0
103,"['ford', 'bronco', 'car', 'news']",20211102 1510330000,ford bronco car news,4,0.0,0
104,"['closer', 'seek', 'billion', 'evalu']",20211102 1509490000,closer seek billion evalu,4,0.0,0
105,"['run', 'next', 'week', 'sinc', 'big', 'stake']",20211102 1506310000,run next week sinc big stake,6,0.0,0
106,['automot'],20211102 1506170000,automot,1,0.0,0
107,"['feel', 'f', 'might', 'run', 'next', 'week']",20211102 1501320000,feel f might run next week,6,0.0,0
108,"['valuat', 'around', 'went', 'prospectu', 'last', 'month']",20211102 1500030000,valuat around went prospectu last month,6,0.0,0
109,"['billion', 'valuat']",20211102 1456010000,billion valuat,2,0.0,0
110,"['compani', 'produc', 'big', 'via']",20211102 1455340000,compani produc big via,4,0.0,0
111,"['swing', 'ahead', 'week']",20211102 1447070000,swing ahead week,3,0.0,0
112,"['go', 'public', 'soon', 'next', 'week', 'offer', 'million', 'back', 'ford', 'set', 'becom', 'among', 'upcom', 'articl']",20211102 1446190000,go public soon next week offer million back ford set becom among upcom articl,14,0.0,0
113,"['could', 'worth', 'nearli', 'much', 'honda', 'us']",20211102 1440450000,could worth nearli much honda us,6,0.2263,0
114,"['automot', 'billion', 'valuat']",20211102 1439570000,automot billion valuat,3,0.0,0
115,"['automot', 'billion', 'valuat']",20211102 1439570000,automot billion valuat,3,0.0,0
116,"['could', 'valu', 'compani', 'almost']",20211102 1438050000,could valu compani almost,4,0.0,0
117,"['truck', 'billion', 'valuat']",20211102 1432370000,truck billion valuat,3,0.0,0
119,"['could', 'valu', 'compani']",20211102 1430590000,could valu compani,3,0.0,0
120,"['placement', 'coin']",20211102 1430190000,placement coin,2,0.0,0
121,"['verso', 'record', 'da', 'di', 'la', 'da', 'e', 'ford', 'punta', 'di', 'di', 'per']",20211102 1430170000,verso record da di la da e ford punta di di per,12,0.0,0
122,"['valuat', 'could', 'make', 'valuabl', 'honda']",20211102 1426330000,valuat could make valuabl honda,5,0.0,0
123,"['hey', 'pete', 'think', 'peopl', 'interest', 'instead', 'buy', 'ford', 'ahead', 'like', 'push']",20211102 1425230000,hey pete think peopl interest instead buy ford ahead like push,11,0.6705,0
124,"['hey', 'dan', 'think', 'peopl', 'ford', 'ahead', 'stake', 'gon', 'na', 'worth', 'ford']",20211102 1423590000,hey dan think peopl ford ahead stake gon na worth ford,11,0.2263,0
125,"['use', 'tech', 'jump']",20211102 1423250000,use tech jump,3,0.0,0
126,"['billion', 'valuat']",20211102 1420040000,billion valuat,2,0.0,0
127,"['auto', 'go', 'valu', 'x']",20211102 1418260000,auto go valu x,4,0.0,0
128,"['news', 'ber', 'den']",20211102 1415040000,news ber den,3,0.0,0
129,"['stock', 'valuat', 'could', 'rival', 'honda', 'us']",20211102 1409190000,stock valuat could rival honda us,6,0.0,1
130,"['set', 'market', 'capit', 'roughli', 'par', 'produc', 'total', 'typo', 'miss', 'k', 'mostli', 'compani']",20211102 1408400000,set market capit roughli par produc total typo miss k mostli compani,12,-0.2212,0
132,"['pick', 'morn', 'market', 'lucid', 'market', 'cap', 'valuat', 'go', 'figur']",20211102 1406080000,pick morn market lucid market cap valuat go figur,9,0.0,0
133,"['sold', 'f', 'fast', 'made', 'littl', 'much', 'think', 'continu', 'higher', 'sinc', 'f']",20211102 1401190000,sold f fast made littl much think continu higher sinc f,11,0.0,1
134,"['auto', 'file', 'mysteri', 'musk', 'road', 'show']",20211102 1359010000,auto file mysteri musk road show,6,0.0,0
135,"['come', 'public', 'next', 'week', 'stake', 'valuat', 'around']",20211102 1356170000,come public next week stake valuat around,7,0.0,0
136,['billion'],20211102 1355220000,billion,1,0.0,0
137,"['could', 'worth', 'nearli', 'much', 'honda', 'us', 'via']",20211102 1353140000,could worth nearli much honda us via,7,0.2263,0
138,"['valuat', 'billion', 'could', 'make', 'valuabl', 'honda']",20211102 1353090000,valuat billion could make valuabl honda,6,0.0,0
139,"['new', 'high', 'like', 'deal', 'technolog', 'make', 'could', 'short', 'squeez', 'push', 'new', 'high', 'f', 'race']",20211102 1352130000,new high like deal technolog make could short squeez push new high f race,14,0.3612,1
140,"['discrimin', 'spectrum', 'chanc', 'base', 'financi', 'statu']",20211102 1350230000,discrimin spectrum chanc base financi statu,6,0.0,0
141,"['could', 'valu', 'compani', 'almost']",20211102 1350090000,could valu compani almost,4,0.0,0
143,"['time', 'may', 'well', 'year', 'previou', 'record']",20211102 1343480000,time may well year previou record,6,0.2732,0
144,"['electr', 'vehicl', 'maker', 'rais', 'billion']",20211102 1337330000,electr vehicl maker rais billion,5,0.0,0
145,"['bi', 'dollar', 'transport']",20211102 1337030000,bi dollar transport,3,0.0,0
146,"['launch', 'month']",20211102 1336540000,launch month,2,0.0,0
147,"['truck', 'billion', 'valuat']",20211102 1334250000,truck billion valuat,3,0.0,0
148,"['suppli', 'chain', 'torment', 'musk', 'tweet', 'hertz', 'what', 'move']",20211102 1333320000,suppli chain torment musk tweet hertz what move,8,0.0,0
149,"['valuat', 'billion', 'could', 'make', 'valuabl']",20211102 1332040000,valuat billion could make valuabl,5,0.0,0
150,"['ford', 'honda', 'note', 'ford', 'said', 'agreement', 'go', 'public', 'ford', 'would', 'come', 'board', 'compani', 'build', 'truck', 'yet', 'ford', 'investor', 'absolut']",20211102 1331120000,ford honda note ford said agreement go public ford would come board compani build truck yet ford investor absolut,19,0.4939,0
151,['signific'],20211102 1330030000,signific,1,0.0,0
153,"['know', 'automot']",20211102 1327020000,know automot,2,0.0,0
154,"['valuat', 'billion', 'could', 'make', 'valuabl']",20211102 1325190000,valuat billion could make valuabl,5,0.0,0
155,"['sell', 'portion', 'billion', 'directli']",20211102 1324110000,sell portion billion directli,4,0.0,0
156,"['financi', 'daili', 'dose', 'top', 'stori', 'maker', 'seek', 'market', 'valu', 'come']",20211102 1321170000,financi daili dose top stori maker seek market valu come,10,0.2023,0
157,"['sell', 'portion', 'billion', 'directli']",20211102 1319050000,sell portion billion directli,4,0.0,0
158,"['electr', 'vehicl', 'maker', 'tri', 'rais', 'billion', 'go', 'market', 'cap', 'would', 'around', 'billion']",20211102 1318170000,electr vehicl maker tri rais billion go market cap would around billion,12,0.0,0
159,"['know', 'automot']",20211102 1317060000,know automot,2,0.0,0
160,"['electr', 'vehicl', 'maker', 'rais', 'billion']",20211102 1317040000,electr vehicl maker rais billion,5,0.0,0
162,"['sell', 'portion', 'billion', 'directli']",20211102 1315060000,sell portion billion directli,4,0.0,0
163,"['sell', 'portion', 'billion', 'directli']",20211102 1312120000,sell portion billion directli,4,0.0,0
164,"['sell', 'portion', 'billion', 'directli']",20211102 1310460000,sell portion billion directli,4,0.0,0
165,"['pour', 'de', 'total', 'de', 'de', 'dernier', 'pour', 'de', 'en', 'servic', 'sur']",20211102 1310130000,pour de total de de dernier pour de en servic sur,11,0.0,0
166,"['billion', 'valuat']",20211102 1304310000,billion valuat,2,0.0,0
167,"['could', 'valu', 'compani']",20211102 1302330000,could valu compani,3,0.0,0
168,"['automot', 'valuat', 'billion']",20211102 1302220000,automot valuat billion,3,0.0,0
169,"['may', 'get', 'think', 'much', 'compel', 'invest', 'plan']",20211102 1252160000,may get think much compel invest plan,7,0.0,0
170,"['could', 'valu', 'compani', 'almost']",20211102 1249050000,could valu compani almost,4,0.0,0
172,"['launch', 'month']",20211102 1241490000,launch month,2,0.0,0
173,"['launch', 'month']",20211102 1240030000,launch month,2,0.0,0
174,"['launch', 'month']",20211102 1240030000,launch month,2,0.0,0
175,"['auto', 'honda', 'da']",20211102 1240010000,auto honda da,3,0.0,0
176,['know'],20211102 1239430000,know,1,0.0,0
177,"['electr', 'vehicl', 'maker', 'valuat', 'key', 'despit', 'littl', 'revenu', 'appetit', 'remain', 'strong', 'pursuit', 'transport', 'becom', 'key', 'part', 'climat', 'diagram']",20211102 1238510000,electr vehicl maker valuat key despit littl revenu appetit remain strong pursuit transport becom key part climat diagram,18,0.5106,1
178,"['launch', 'month', 'via']",20211102 1238210000,launch month via,3,0.0,0
179,"['know', 'automot']",20211102 1238150000,know automot,2,0.0,0
180,"['wait', 'see', 'cant', 'wait', 'see']",20211102 1231460000,wait see cant wait see,5,0.0,0
181,"['electr', 'vehicl', 'back', 'ford', 'said', 'valuat', 'billion']",20211102 1221440000,electr vehicl back ford said valuat billion,7,0.0,0
182,"['spi', 'suppli', 'chain', 'torment', 'musk', 'tweet', 'hertz', 'what', 'move']",20211102 1217540000,spi suppli chain torment musk tweet hertz what move,9,0.0,0
183,"['newscast', 'us', 'slip', 'genesi', 'offer', 'oppos', 'credit', 'propos', 'deal', 'via']",20211102 1215380000,newscast us slip genesi offer oppos credit propos deal via,10,0.3818,1
184,"['electr', 'vehicl', 'per', 'share']",20211102 1215030000,electr vehicl per share,4,0.296,0
185,"['automot', 'share', 'price']",20211102 1213510000,automot share price,3,0.296,0
186,"['could', 'worth', 'nearli', 'much', 'honda', 'us']",20211102 1211140000,could worth nearli much honda us,6,0.2263,0
187,"['automot', 'share', 'price']",20211102 1208420000,automot share price,3,0.296,0
188,"['could', 'worth', 'nearli', 'much', 'honda']",20211102 1203020000,could worth nearli much honda,5,0.2263,0
189,"['morn', 'intern', 'action', 'suppli', 'chain', 'crisi']",20211102 1159110000,morn intern action suppli chain crisi,6,0.0,0
190,"['billion', 'valuat', 'via', 'busi']",20211102 1153450000,billion valuat via busi,4,0.0,0
191,"['billion', 'valuat', 'upcom']",20211102 1153080000,billion valuat upcom,3,0.0,0
192,"['billion', 'valuat', 'upcom']",20211102 1152510000,billion valuat upcom,3,0.0,0
193,"['done', 'deal', 'million', 'initi', 'price', 'could', 'rival', 'valu', 'intern', 'action', 'suppli', 'chain']",20211102 1152100000,done deal million initi price could rival valu intern action suppli chain,12,0.0,0
194,"['suppli', 'chain', 'torment', 'musk', 'tweet', 'hertz', 'what', 'move']",20211102 1151030000,suppli chain torment musk tweet hertz what move,8,0.0,0
195,"['f', 'go', 'kill', 'next', 'earn']",20211102 1147240000,f go kill next earn,5,-0.6908,0
196,"['truck', 'billion', 'valuat', 'wait', 'truck']",20211102 1145240000,truck billion valuat wait truck,5,0.0,0
197,"['preaccess', 'found']",20211102 1144530000,preaccess found,2,0.0,0
198,"['valuat', 'billion', 'could', 'make', 'tech']",20211102 1144070000,valuat billion could make tech,5,0.0,0
199,"['automot', 'valuat']",20211102 1143590000,automot valuat,2,0.0,0
200,"['automot', 'electr', 'vehicl', 'compani', 'initi', 'public', 'offer', 'compani', 'aim', 'valuat', 'billion', 'best', 'case', 'scenario', 'amount', 'may', 'increas', 'billion', 'said', 'offer', 'million']",20211102 1143490000,automot electr vehicl compani initi public offer compani aim valuat billion best case scenario amount may increas billion said offer million,21,0.6369,0
201,"['automot', 'electr', 'vehicl', 'compani', 'initi', 'public', 'offer', 'compani', 'aim', 'valuat', 'billion', 'best', 'case', 'scenario', 'amount', 'may', 'increas', 'billion', 'said', 'offer', 'million']",20211102 1142550000,automot electr vehicl compani initi public offer compani aim valuat billion best case scenario amount may increas billion said offer million,21,0.6369,0
202,"['valuat', 'trade', 'financ']",20211102 1140230000,valuat trade financ,3,0.0,0
203,"['automot', 'electr', 'truck', 'maker', 'back', 'seek', 'rais', 'much', 'billion', 'could', 'give', 'market', 'valu', 'billion']",20211102 1134050000,automot electr truck maker back seek rais much billion could give market valu billion,14,0.0,-1
204,"['billion', 'tech']",20211102 1133510000,billion tech,2,0.0,0
205,"['billion', 'via', 'tech', 'technolog']",20211102 1132120000,billion via tech technolog,4,0.0,0
206,"['da', 'record', 'pi', 'di', 'honda', 'e']",20211102 1132040000,da record pi di honda e,6,0.0,0
207,"['seek', 'valuat', 'much', 'upcom']",20211102 1122570000,seek valuat much upcom,4,0.0,0
209,"['suppli', 'chain', 'torment', 'musk', 'tweet', 'hertz', 'what']",20211102 1120150000,suppli chain torment musk tweet hertz what,7,0.0,0
210,"['seek', 'valuat', 'billion', 'offer', 'next', 'week']",20211102 1120000000,seek valuat billion offer next week,6,0.0,0
211,"['suppli', 'chain', 'torment', 'musk', 'tweet', 'hertz', 'what', 'move']",20211102 1115310000,suppli chain torment musk tweet hertz what move,8,0.0,0
212,"['suppli', 'chain', 'torment', 'musk', 'tweet', 'hertz', 'what', 'move']",20211102 1113070000,suppli chain torment musk tweet hertz what move,8,0.0,0
213,"['auto', 'honda']",20211102 1110140000,auto honda,2,0.0,0
214,"['suppli', 'chain', 'torment', 'musk', 'tweet', 'hertz', 'what', 'move']",20211102 1109000000,suppli chain torment musk tweet hertz what move,8,0.0,0
215,"['what', 'move', 'suppli', 'chain', 'torment', 'musk', 'tweet', 'hertz']",20211102 1106060000,what move suppli chain torment musk tweet hertz,8,0.0,0
216,"['could', 'worth', 'nearli', 'much', 'honda', 'us']",20211102 1105550000,could worth nearli much honda us,6,0.2263,0
